zip-code,population,white-count,white-non-hispanic-count,black-count,native-american-count,asian-count,hawaiian-pacific-count,other-count,two-or-more-count,two-or-more-other-count,two-or-more-not-other-count
93543,14748,6966,3226,1358,86,139,34,5385,780,482,298
93544,1099,694,590,188,0,0,0,136,81,69,12
93545,1818,1578,933,7,144,2,0,54,33,21,12
93546,9346,8001,5574,50,36,261,0,681,317,67,250
93549,250,202,202,15,33,0,0,0,0,0,0
93550,75774,28099,11745,9995,1027,1858,179,31239,3377,1941,1436
93551,51896,30827,23134,5487,370,3852,260,7415,3685,1062,2623
93552,41320,15833,5772,4519,146,1493,38,17302,1989,1011,978
93553,1893,1321,1143,41,0,10,0,367,154,79,75
93554,143,143,104,0,0,0,0,0,0,0,0
93555,34075,25530,22169,2358,434,1833,92,1977,1851,288,1563
93558,221,221,221,0,0,0,0,0,0,0,0
93560,20797,13968,9126,1977,334,589,20,2460,1449,229,1220
93561,34271,30307,23232,1196,223,566,29,867,1083,168,915
93562,1639,1414,1213,101,6,5,0,33,80,36,44
93563,417,301,272,39,7,3,0,30,37,2,35
93591,6809,3250,2155,782,11,62,0,2355,349,133,216
93592,81,45,45,0,0,0,0,0,36,36,0
93601,1855,1824,1810,0,21,0,0,0,10,0,10
93602,4284,3799,3148,16,247,19,7,77,119,18,101
93603,137,115,115,0,0,0,0,0,22,0,22
93604,707,640,640,0,15,8,0,0,44,4,40
93605,170,165,149,0,0,4,0,0,1,0,1
93606,774,539,0,0,86,67,6,71,5,0,5
93608,973,683,22,0,0,0,0,290,0,0,0
93609,5668,2997,1295,0,3,72,0,2274,322,133,189
93610,23587,16061,8322,1665,477,515,129,3582,1158,577,581
93611,48759,35067,27335,1071,450,6072,51,3836,2212,582,1630
93612,35625,23202,16329,1732,367,2730,296,5909,1389,249,1140
93614,11134,9991,9270,122,414,242,0,102,263,3,260
93615,6277,4727,364,0,30,61,0,1314,145,0,145
93616,2726,1771,206,0,4,92,0,819,40,4,36
93618,30754,25149,4575,130,111,551,9,3973,831,274,557
93619,34587,27510,22830,492,167,3681,185,1328,1224,315,909
93620,9388,6174,2297,243,18,87,0,2364,502,60,442
93621,155,155,155,0,0,0,0,0,0,0,0
93622,10298,7036,1011,38,32,16,0,3147,29,0,29
93623,108,99,90,0,0,0,0,0,9,0,9
93624,1170,576,102,19,15,40,0,513,7,7,0
93625,7715,5726,1671,37,28,704,2,896,322,45,277
93626,1995,1567,992,0,67,276,0,55,30,11,19
93627,198,41,0,0,0,0,0,157,0,0,0
93628,220,139,139,0,0,0,0,0,81,0,81
93630,20133,14492,3566,14,194,929,7,3743,754,473,281
93631,16206,13949,7810,25,98,406,6,1005,717,102,615
93633,0,0,0,0,0,0,0,0,0,0,0
93634,24,9,9,13,0,0,0,2,0,0,0
93635,40550,27228,10311,499,215,1167,42,9514,1885,688,1197
93636,12191,10233,7406,228,153,448,11,527,591,215,376
93637,40986,29795,9566,1021,682,1112,27,7301,1048,379,669
93638,50453,37845,6805,1893,248,559,57,8320,1531,669,862
93640,12645,6829,234,292,29,26,0,5178,291,235,56
93641,171,146,136,16,0,0,0,8,1,0,1
93643,2915,2257,1896,0,444,8,0,91,115,2,113
93644,8252,7662,6868,0,55,395,0,44,96,54,42
93645,239,239,239,0,0,0,0,0,0,0,0
93646,10959,7692,582,58,87,17,39,2984,82,12,70
93647,11387,8245,401,203,82,925,0,1531,401,211,190
93648,16018,12117,363,42,40,44,0,3649,126,76,50
93650,3863,2232,1045,45,18,283,0,894,391,28,363
93651,1743,1576,1318,0,35,15,18,0,99,10,89
93652,373,279,100,0,2,0,0,81,11,8,3
93653,1324,1152,1070,1,32,11,0,59,69,5,64
93654,31093,22803,7341,448,33,1175,89,5136,1409,227,1182
93656,7345,3245,2015,96,98,50,0,3784,72,33,39
93657,35093,27568,8853,67,165,1810,0,4801,682,74,608
93660,4360,3490,345,0,0,0,0,853,17,17,0
93662,30454,23823,3942,108,216,1433,230,3049,1595,363,1232
93664,486,435,425,0,0,8,0,11,32,0,32
93665,882,536,0,162,0,0,0,184,0,0,0
93666,1117,1028,13,0,0,15,0,58,16,16,0
93667,2877,2464,2278,0,246,16,0,11,140,9,131
93668,1018,605,256,0,0,0,0,364,49,0,49
93669,160,130,130,0,15,0,0,15,0,0,0
93673,834,760,109,0,3,3,0,33,35,0,35
93675,3248,2763,2152,0,246,50,0,29,160,14,146
93701,10011,4997,1092,820,162,1040,0,2713,279,118,161
93702,44650,22693,2894,2201,517,5729,27,12541,942,289,653
93703,33143,17593,4957,1846,504,5090,24,7074,1012,212,800
93704,28491,20102,12954,1788,365,1679,63,3602,892,164,728
93705,38315,20193,9618,4654,552,2365,34,8627,1890,754,1136
93706,40471,23501,4072,5896,467,3411,26,5216,1954,335,1619
93710,32410,20572,13615,2262,582,3179,144,4193,1478,127,1351
93711,37173,28407,22346,1311,430,2704,15,2238,2068,609,1459
93720,46813,33988,26799,1433,178,5621,79,3078,2436,246,2190
93721,7182,2993,1667,805,241,475,7,2368,293,59,234
93722,84481,46169,20641,8702,671,13654,51,10784,4450,1515,2935
93723,12246,7444,4369,363,63,1928,143,1282,1023,113,910
93725,27239,12530,3211,1115,380,4847,0,7719,648,133,515
93726,42610,23990,11139,4104,630,5144,22,6957,1763,452,1311
93727,81118,41522,19331,4298,470,18013,222,13537,3056,1290,1766
93728,15945,11366,5126,725,390,440,71,2390,563,116,447
93730,11693,8837,7315,44,56,2255,15,142,344,46,298
93901,27624,18806,9802,326,307,1526,29,5577,1053,279,774
93905,61251,33996,2205,243,307,1357,0,24866,482,174,308
93906,65464,34780,10166,1458,350,5734,25,20105,3012,1068,1944
93907,22171,14372,8195,397,213,1458,148,4485,1098,318,780
93908,11490,9643,7823,86,11,712,61,749,228,34,194
93920,1271,1206,733,0,0,33,0,32,0,0,0
93921,3485,3162,2886,2,12,91,0,43,175,84,91
93923,12787,11430,10739,108,53,721,24,93,358,1,357
93924,6013,5451,4814,39,21,106,0,123,273,0,273
93925,1913,1447,199,0,0,5,0,461,0,0,0
93926,9505,7026,407,21,42,158,0,2247,11,0,11
93927,18612,12634,1306,141,76,104,0,5435,222,96,126
93928,401,202,136,45,0,0,0,0,154,0,154
93930,16914,10812,2053,136,104,213,0,5282,367,125,242
93932,782,757,558,25,0,0,0,0,0,0,0
93933,24388,12895,9287,1732,232,4175,586,1917,2851,480,2371
93940,32554,25920,21668,1095,98,2440,94,1021,1886,78,1808
93943,0,0,0,0,0,0,0,0,0,0,0
93950,15650,13655,12336,208,62,803,0,281,641,43,598
93953,4490,3755,3487,50,0,563,0,32,90,9,81
93954,346,298,71,0,0,5,0,39,4,0,4
93955,34614,20425,10857,2645,267,3280,957,4279,2761,325,2436
93960,26788,16137,4018,2254,452,646,70,5951,1278,386,892
93962,562,562,497,0,0,0,0,0,0,0,0
94002,27213,17087,15075,356,48,7371,104,690,1557,214,1343
94005,4642,2428,1934,248,0,1388,0,317,261,13,248
94010,42889,26646,24659,543,135,11127,74,1714,2650,286,2364
94014,49354,10707,4688,1786,345,25918,366,7921,2311,723,1588
94015,64580,14978,10750,2232,142,38639,726,5351,2512,517,1995
94019,20521,16357,12611,84,25,975,158,2296,626,46,580
94020,1492,1336,1321,3,9,11,20,64,49,0,49
94021,212,212,82,0,0,0,0,0,0,0,0
94022,19568,12736,12253,114,7,5599,13,106,993,64,929
94024,23690,15388,14365,55,47,6655,0,240,1305,112,1193
94025,42016,29376,25164,1759,242,5740,507,2433,1959,154,1805
94027,7371,5554,5296,29,41,1325,12,89,321,17,304
94028,7051,5915,5728,22,0,482,0,159,473,0,473
94030,22763,9483,7627,117,96,11019,70,925,1053,45,1008
94037,2909,2609,2550,0,0,22,0,143,135,0,135
94038,3805,3073,2354,16,0,65,0,450,201,0,201
94040,35470,18556,15123,631,86,12340,113,2150,1594,156,1438
94041,14471,9068,6803,336,17,3488,33,845,684,54,630
94043,30667,18217,14513,641,150,8416,216,1284,1743,249,1494
94044,39141,24882,20699,726,119,7756,600,1540,3518,579,2939
94060,1544,1241,904,6,0,14,0,253,30,0,30
94061,39473,26411,19688,576,132,3649,314,6666,1725,215,1510
94062,27350,22262,19723,250,93,2242,0,1295,1208,302,906
94063,33999,16116,6322,968,412,2520,610,12254,1119,600,519
94065,12794,5892,5398,259,0,5384,0,310,949,142,807
94066,43097,21141,14815,684,65,12355,841,5005,3006,685,2321
94070,30745,23859,21529,175,18,4485,80,569,1559,87,1472
94074,215,209,183,0,0,0,0,6,0,0,0
94080,67423,22870,12794,1371,102,26835,1055,11081,4109,1093,3016
94085,23395,10631,5319,554,248,8973,152,2063,774,58,716
94086,49235,21848,15903,747,160,21632,47,2544,2257,320,1937
94087,57178,24549,21929,769,144,27823,349,1051,2493,367,2126
94089,22135,9164,6881,537,8,9701,38,1943,744,89,655
94102,30140,13570,10556,3300,175,8863,110,2661,1461,261,1200
94103,26990,11263,8906,2395,294,8257,140,3096,1545,333,1212
94104,436,177,130,0,0,169,0,75,15,15,0
94105,7675,3908,3601,41,0,3290,47,102,287,54,233
94107,29920,15881,14609,1784,68,8958,5,1595,1629,156,1473
94108,14856,5110,4594,389,29,8459,70,377,422,91,331
94109,56587,34621,31788,2349,191,14606,32,2589,2199,373,1826
94110,73737,41759,32079,2447,458,10226,111,14485,4251,1086,3165
94111,3356,1829,1562,243,19,954,0,47,264,32,232
94112,85373,20813,13433,3083,443,43326,70,13770,3868,1035,2833
94114,34561,26570,24626,680,98,4354,100,742,2017,173,1844
94115,35751,20587,18822,3662,428,8256,271,917,1630,28,1602
94116,47708,17599,15630,1001,69,25282,92,1425,2240,167,2073
94117,43610,32506,29501,2144,108,5133,65,1160,2494,341,2153
94118,41417,23844,22068,890,9,13565,49,747,2313,135,2178
94121,43638,19621,18107,872,51,19660,175,700,2559,182,2377
94122,62516,24547,22793,774,112,30844,319,1770,4150,565,3585
94123,25461,21219,19808,470,67,2565,23,306,811,22,789
94124,35492,4768,2674,10212,29,12341,897,5404,1841,402,1439
94127,21093,11788,10531,637,64,6848,48,518,1190,58,1132
94128,126,59,47,10,17,0,0,16,24,10,14
94129,4019,3411,3216,13,0,182,0,201,212,0,212
94130,3129,1235,867,547,101,392,37,435,382,41,341
94131,29056,18825,16581,1420,125,5366,39,1953,1328,111,1217
94132,31155,10830,9001,2520,82,13672,22,2274,1755,297,1458
94133,26942,11558,10501,218,27,13538,0,727,874,246,628
94134,43074,7137,4323,3057,173,24162,504,6479,1562,536,1026
94158,6547,3266,2669,506,86,2079,0,245,365,70,295
94301,17137,12120,11219,277,28,3559,0,199,954,75,879
94303,47850,19985,11974,3484,157,8378,3132,10632,2082,247,1835
94304,3829,2638,2444,87,11,968,0,31,94,0,94
94305,15343,8696,7287,661,56,4124,40,273,1493,180,1313
94306,27902,16426,14249,300,104,9321,53,496,1202,254,948
94401,36145,20066,11447,1180,163,6341,1440,5116,1839,247,1592
94402,25163,16150,14132,397,21,5641,111,1256,1587,219,1368
94403,43393,24345,19795,710,156,11255,621,3464,2842,604,2238
94404,36573,16426,14947,730,81,17118,16,393,1809,281,1528
94501,63762,31623,28155,5412,294,18175,466,2963,4829,730,4099
94502,14484,6013,5274,452,10,6489,23,451,1046,34,1012
94503,20371,7841,4712,1666,232,7278,129,1868,1357,275,1082
94505,15780,12594,11078,864,181,668,72,390,1011,219,792
94506,24895,17505,16169,425,23,5689,42,298,913,290,623
94507,15829,13785,13018,127,26,1038,40,409,404,0,404
94508,4176,2837,2289,268,26,472,7,374,192,69,123
94509,66741,33304,21918,11814,816,4786,446,10021,5554,2110,3444
94510,28043,20071,17372,1639,105,3120,89,886,2133,274,1859
94511,2379,2130,1832,91,0,0,0,108,50,0,50
94512,94,94,75,0,0,0,0,0,0,0,0
94513,61300,40882,33230,4372,278,5822,384,4623,4939,633,4306
94514,1593,1348,900,31,17,11,1,171,14,14,0
94515,7785,6180,4125,40,59,245,0,1107,154,55,99
94516,128,112,112,0,0,0,0,4,12,4,8
94517,13244,10888,10004,191,87,889,37,223,929,34,895
94518,27967,19151,14943,1057,133,2985,45,2651,1945,377,1568
94519,19101,13102,10415,457,109,2040,122,1989,1282,166,1116
94520,39027,22556,11705,1604,122,4323,194,7593,2635,790,1845
94521,43850,32546,27716,1421,197,5258,135,1953,2340,387,1953
94523,34905,26271,22974,664,61,4662,168,955,2124,325,1799
94525,3142,2479,2091,78,32,21,0,236,296,118,178
94526,32850,27840,26260,459,15,3393,9,139,995,59,936
94528,552,552,552,0,0,0,0,0,0,0,0
94530,25289,13418,11894,1368,150,7168,50,935,2200,173,2027
94531,43285,15144,10796,10309,79,7186,638,5565,4364,1085,3279
94533,74833,32463,19771,12353,489,11185,1023,11576,5744,916,4828
94534,37409,20138,16684,3446,132,8338,669,2025,2661,324,2337
94535,4130,2767,2345,483,11,342,71,88,368,88,280
94536,73876,24974,21103,2380,326,34198,586,7048,4364,1257,3107
94538,67133,17043,14159,2285,332,33932,656,8624,4261,956,3305
94539,52354,9216,8462,903,133,38872,342,810,2078,630,1448
94541,65690,33800,14082,9238,411,9964,810,7681,3786,603,3183
94542,13706,6544,4817,1595,36,3078,172,1301,980,139,841
94544,78717,30377,10732,7271,597,19238,1733,14581,4920,1090,3830
94545,32495,10149,4610,2343,205,12963,1085,3028,2722,501,2221
94546,44285,27110,22011,3518,241,8687,435,1695,2599,300,2299
94547,25260,6117,4018,4153,26,12344,13,896,1711,149,1562
94548,418,418,319,0,0,0,0,0,0,0,0
94549,29547,24101,22402,365,49,3101,11,255,1665,70,1595
94550,50646,41243,34453,455,96,4755,302,1001,2794,554,2240
94551,44285,30983,24138,726,94,7820,75,1823,2764,588,2176
94552,14887,6435,5546,952,40,6228,18,188,1026,64,962
94553,49748,37157,31491,1471,316,3958,291,3089,3466,391,3075
94555,37657,6390,5505,1325,153,25646,411,1641,2091,374,1717
94556,16249,11801,11034,398,30,2974,35,188,823,123,700
94558,68617,52878,40441,498,503,2409,75,10042,2212,677,1535
94559,28089,21941,14883,336,408,508,86,3669,1141,203,938
94560,45554,15212,11580,2293,184,13953,355,10094,3463,1372,2091
94561,40905,25573,17884,3620,474,3110,159,5066,2903,554,2349
94563,19179,14434,13660,273,102,3105,24,38,1203,50,1153
94564,19162,9130,6413,1890,63,4823,25,1094,2137,444,1693
94565,93549,33110,17052,14030,763,13945,1257,22022,8422,2118,6304
94566,45001,29682,26630,744,95,11284,87,909,2200,231,1969
94567,642,568,384,0,3,0,0,69,2,0,2
94568,52599,25204,21765,2677,235,19732,177,1258,3316,523,2793
94569,194,194,194,0,0,0,0,0,0,0,0
94571,9480,7533,6588,604,20,684,47,406,186,11,175
94572,10174,5018,2704,1235,84,2021,66,751,999,209,790
94573,20,20,20,0,0,0,0,0,0,0,0
94574,9100,7805,6056,126,0,140,0,832,197,69,128
94575,1174,833,654,44,8,131,23,23,112,29,83
94576,107,103,103,0,0,2,0,2,0,0,0
94577,47822,20848,12867,5434,400,13023,540,4279,3298,755,2543
94578,40897,15580,6545,8156,592,10669,273,3269,2358,598,1760
94579,22452,7651,4897,1651,332,10532,160,1305,821,267,554
94580,30326,14718,7032,1544,433,7819,85,4305,1422,203,1219
94582,41073,13292,11809,1189,89,23444,215,418,2426,181,2245
94583,35244,20904,18326,833,248,10523,24,534,2178,428,1750
94585,29605,12239,8525,6171,190,5933,230,2405,2437,180,2257
94586,936,826,797,4,0,65,3,34,4,0,4
94587,74354,15638,11498,3738,364,39590,1211,9201,4612,1599,3013
94588,35707,18331,16574,851,113,14109,338,494,1471,199,1272
94589,30833,11067,5294,6898,125,7355,343,3333,1712,256,1456
94590,37036,16469,9948,9598,175,4679,368,3166,2581,229,2352
94591,55232,20607,14986,9284,177,16482,564,3524,4594,555,4039
94592,996,411,348,129,7,285,28,5,131,75,56
94595,17632,15040,14483,423,24,1511,55,99,480,30,450
94596,20881,15816,14154,300,47,3049,76,533,1060,108,952
94597,23030,16634,14851,417,13,3957,135,513,1361,52,1309
94598,27398,20621,18863,350,13,4497,0,191,1726,182,1544
94599,3117,2788,2531,64,5,96,0,86,78,6,72
94601,50763,14719,4719,9079,947,8599,395,13944,3080,446,2634
94602,30098,13316,11614,5010,409,6579,116,2109,2559,445,2114
94603,33952,7902,1345,10776,393,1713,309,11208,1651,616,1035
94605,44260,10671,7493,19665,261,2774,137,6321,4431,726,3705
94606,38441,10577,7303,6965,625,14232,347,3693,2002,386,1616
94607,26904,6900,5532,8676,178,7611,138,1966,1435,172,1263
94608,30041,12948,11658,8290,180,4498,169,1790,2166,398,1768
94609,22339,11302,9920,5538,103,2053,60,1142,2141,405,1736
94610,31354,17077,15865,5678,110,4666,67,1279,2477,379,2098
94611,38684,26438,24871,2780,104,5712,241,621,2788,143,2645
94612,16027,5474,4754,4416,155,4236,28,739,979,228,751
94613,864,369,287,50,0,272,8,91,74,19,55
94618,16566,12205,11427,625,12,1977,70,471,1206,124,1082
94619,24536,9307,7452,5274,54,5541,96,2108,2156,313,1843
94621,33557,6014,1214,10582,148,783,378,14227,1425,375,1050
94702,17534,9397,8409,3347,102,2347,61,704,1576,174,1402
94703,21886,12740,11541,2772,70,3404,42,773,2085,356,1729
94704,27961,13119,11312,1787,140,9701,256,1204,1754,337,1417
94705,13235,10433,9698,458,45,1466,9,240,584,59,525
94706,21050,11262,10192,828,204,5460,182,1315,1799,195,1604
94707,12024,9510,9031,176,7,1346,16,163,806,13,793
94708,11533,9413,9075,216,11,1377,0,73,443,22,421
94709,11736,7405,6940,221,26,2849,50,386,799,63,736
94710,7341,3993,3315,1300,136,632,133,517,630,37,593
94720,3061,1108,947,61,27,1493,0,169,203,42,161
94801,29974,12628,3299,4547,146,2444,163,8904,1142,168,974
94803,25798,13325,8818,2937,49,5879,205,1164,2239,187,2052
94804,40640,14129,6722,10521,78,5238,190,8179,2305,511,1794
94805,15076,7382,5245,2025,7,2364,51,2407,840,185,655
94806,63660,30758,8490,9910,444,10904,142,8260,3242,382,2860
94850,0,0,0,0,0,0,0,0,0,0,0
94901,42398,27105,22279,1177,178,2158,0,10232,1548,226,1322
94903,30872,23271,21909,490,48,2711,255,1987,2110,615,1495
94904,12633,11303,10665,212,8,452,13,320,325,0,325
94920,12851,11494,10651,59,25,448,12,187,626,0,626
94922,555,382,362,12,0,0,0,161,0,0,0
94923,751,729,712,0,0,0,0,22,0,0,0
94924,1247,1122,1061,0,0,35,0,0,90,6,84
94925,9811,8322,7744,115,0,513,0,461,400,77,323
94928,43663,31664,27098,838,239,2492,51,5619,2760,255,2505
94929,156,113,113,0,0,8,0,35,0,0,0
94930,8784,7846,7338,16,32,379,0,25,486,20,466
94931,8462,6919,6074,229,0,144,11,584,575,100,475
94933,763,654,502,5,0,0,0,23,81,0,81
94937,766,687,619,0,0,10,0,69,0,0,0
94938,1033,953,953,0,0,0,0,0,80,0,80
94939,7079,6219,5875,104,33,410,0,71,242,0,242
94940,248,217,217,0,31,0,0,0,0,0,0
94941,31389,26942,25618,218,87,2146,46,310,1640,112,1528
94945,19487,14357,12874,356,0,948,8,2860,958,234,724
94946,812,724,634,10,0,12,0,66,0,0,0
94947,26020,20450,17954,503,84,1821,22,1882,1258,71,1187
94949,17153,11982,10744,521,31,1525,29,2180,885,141,744
94950,122,112,112,10,0,0,0,0,0,0,0
94951,4489,3583,3436,97,0,103,0,484,222,0,222
94952,35423,29298,26123,425,198,733,119,3082,1568,390,1178
94954,38316,29744,26300,306,118,2126,44,4417,1561,365,1196
94956,1329,1131,1104,0,18,0,0,180,0,0,0
94957,1326,1269,1257,10,0,28,0,5,14,9,5
94960,15812,14435,13908,101,2,556,26,92,600,145,455
94963,522,522,508,0,0,0,0,0,0,0,0
94964,3447,719,671,856,60,268,50,1000,494,111,383
94965,11217,8707,7971,989,28,454,31,638,370,36,334
94970,717,675,668,7,0,0,0,15,20,0,20
94971,398,330,265,0,0,27,0,0,41,0,41
94972,22,22,22,0,0,0,0,0,0,0,0
94973,1599,1565,1543,0,24,0,0,0,10,0,10
95002,2032,789,456,84,0,333,0,768,58,21,37
95003,25195,22104,19824,363,109,869,9,392,1349,205,1144
95004,3978,3493,2515,0,17,22,0,277,169,140,29
95005,7327,6527,6114,32,65,142,0,176,385,17,368
95006,9032,7911,7254,94,57,176,0,123,671,199,472
95007,762,727,722,0,0,0,0,15,20,0,20
95008,46251,30022,24582,1416,271,9022,180,2794,2546,122,2424
95010,9288,7982,5949,46,13,422,0,249,576,17,559
95012,10639,6135,1077,135,0,253,0,3927,189,74,115
95013,79,75,45,0,0,0,0,0,4,4,0
95014,62682,17652,16354,522,94,41627,214,756,1817,199,1618
95017,612,516,402,0,12,38,0,40,6,0,6
95018,7078,6391,6004,57,15,162,27,143,283,11,272
95019,6915,4254,800,83,0,106,0,2287,185,32,153
95020,63251,46688,20144,1012,540,4242,0,7748,3021,966,2055
95023,51846,42194,17375,431,426,1552,98,4722,2423,860,1563
95030,13075,10966,10483,126,94,1335,0,115,439,13,426
95032,26437,20156,18459,403,31,4145,28,377,1297,124,1173
95033,9805,8807,8594,24,0,456,27,128,363,21,342
95035,75614,12464,8312,2365,332,50484,548,6005,3416,914,2502
95037,50210,36684,25516,891,308,5125,64,4082,3056,587,2469
95039,1063,686,284,0,11,50,0,312,4,0,4
95041,427,427,162,0,0,0,0,0,0,0,0
95043,663,625,467,6,0,5,0,20,7,3,4
95045,4274,3699,1899,5,0,91,26,296,157,49,108
95046,6282,4540,2485,161,17,392,287,655,230,57,173
95050,38479,21028,16305,1415,74,9721,560,3441,2240,352,1888
95051,57087,21220,16664,1826,254,27035,340,3556,2856,412,2444
95053,3532,2162,1837,151,9,743,0,87,380,73,307
95054,24835,7569,6014,1043,37,14150,20,1009,1007,168,839
95060,47369,38173,32852,715,434,3136,39,1869,3003,649,2354
95062,37728,31873,25583,247,114,1063,78,2797,1556,232,1324
95064,9993,5426,3506,247,30,2834,40,687,729,73,656
95065,8461,7122,5915,102,9,232,19,426,551,97,454
95066,15429,13748,12352,33,88,786,0,157,617,23,594
95070,31420,15171,14083,227,160,14661,11,195,995,53,942
95073,11491,9912,8698,76,11,227,0,770,495,63,432
95075,425,413,347,0,0,5,0,3,4,0,4
95076,87781,53440,20862,340,794,2424,66,28168,2549,767,1782
95110,19451,7687,3785,698,187,2645,20,7242,972,427,545
95111,64891,24421,5856,1602,371,22341,245,12651,3260,930,2330
95112,62039,22391,14327,2825,665,15276,354,16512,4016,1171,2845
95113,1759,916,781,272,0,529,0,32,10,0,10
95116,56243,13488,3849,1293,541,14054,212,24769,1886,817,1069
95117,29338,15592,10820,1759,25,7140,412,3499,911,123,788
95118,31799,21069,16679,730,67,5528,125,2025,2255,347,1908
95119,10754,6821,4361,494,112,1885,11,782,649,37,612
95120,37937,22257,20499,462,61,12744,76,416,1921,152,1769
95121,38909,10520,3651,1266,369,21529,223,3140,1862,617,1245
95122,58057,15000,1653,1233,391,20740,758,18178,1757,748,1009
95123,66858,38002,26706,3002,256,15032,62,5753,4751,756,3995
95124,50055,35025,29020,704,264,9843,19,1421,2779,284,2495
95125,54802,37113,29744,1081,371,7667,115,5083,3372,956,2416
95126,35758,19028,13651,1863,245,5835,0,5897,2890,634,2256
95127,66686,19698,9246,1308,517,16289,295,25917,2662,1063,1599
95128,37301,21018,14089,1654,130,5693,210,6448,2148,360,1788
95129,40231,11258,10004,547,59,26194,24,891,1258,227,1031
95130,14293,7874,6291,306,18,4629,38,696,732,277,455
95131,30540,5067,3378,794,180,20808,70,2474,1147,283,864
95132,40854,8525,6092,896,157,26018,40,3240,1978,345,1633
95133,28905,4776,3078,419,87,17885,95,4726,917,350,567
95134,23984,7792,6380,900,15,12082,0,2123,1072,289,783
95135,22415,7450,5748,403,68,12917,132,518,927,282,645
95136,45754,23780,16031,1903,573,12963,198,2756,3581,830,2751
95138,20146,7187,4898,703,14,9889,37,1159,1157,411,746
95139,7108,4327,3199,132,0,1084,0,745,820,143,677
95140,70,54,54,16,0,0,0,0,0,0,0
95148,49780,9904,4684,1527,235,29241,301,6736,1836,682,1154
95202,6295,2706,1055,1400,191,814,0,703,481,142,339
95203,15779,8803,3735,1943,164,826,54,2768,1221,48,1173
95204,28486,17397,10424,1965,233,2630,52,2429,3780,525,3255
95205,36773,19499,4920,2457,271,2335,151,9437,2623,278,2345
95206,64836,29338,4807,7747,459,11392,159,12305,3436,545,2891
95207,50653,22529,15314,6637,377,8004,361,3159,9586,441,9145
95209,43768,19136,13430,4847,130,10689,338,4030,4598,652,3946
95210,41724,14266,6124,4913,198,14519,606,3591,3631,639,2992
95211,1636,875,761,36,12,639,7,10,57,9,48
95212,27512,8489,6016,1508,42,11900,615,2636,2322,311,2011
95215,24250,15105,7259,517,170,619,64,6346,1429,354,1075
95219,29238,16118,12099,3050,76,5681,144,1480,2689,482,2207
95220,7288,5977,4974,2,10,134,0,238,927,9,918
95222,5017,4682,4259,0,28,17,36,36,218,0,218
95223,3004,2886,2732,0,10,42,0,20,46,0,46
95224,184,176,176,0,0,0,0,0,8,0,8
95225,436,246,193,0,138,31,0,0,21,0,21
95226,15,15,15,0,0,0,0,0,0,0,0
95227,806,465,433,0,7,0,0,294,40,0,40
95228,4452,4203,3821,0,0,100,0,78,71,0,71
95230,564,539,371,0,0,4,0,21,0,0,0
95231,4863,3189,1070,406,79,241,25,680,243,76,167
95232,105,105,105,0,0,0,0,0,0,0,0
95233,539,539,520,0,0,0,0,0,0,0,0
95234,110,110,0,0,0,0,0,0,0,0,0
95236,4447,3361,2336,73,23,15,0,190,785,86,699
95237,3189,2376,1920,0,21,112,0,236,444,26,418
95240,48282,28742,20769,590,280,4340,42,5421,8867,270,8597
95242,26349,20716,17275,471,208,1457,178,1167,2152,258,1894
95245,2005,1942,1687,3,15,0,0,0,45,10,35
95246,1001,914,877,0,10,0,0,31,46,0,46
95247,4546,4307,3849,21,81,0,0,96,41,0,41
95248,148,130,130,0,0,0,0,0,18,0,18
95249,4918,3962,3767,81,30,136,151,76,482,13,469
95250,0,0,0,0,0,0,0,0,0,0,0
95251,604,551,530,0,0,0,0,18,35,0,35
95252,14981,13813,11679,156,81,153,0,97,681,30,651
95254,1093,1055,865,0,0,38,0,0,0,0,0
95255,1593,1462,1403,0,104,10,17,0,0,0,0
95257,441,400,356,0,0,0,0,20,21,0,21
95258,3993,3436,2614,112,43,190,0,107,105,8,97
95301,38675,22786,14349,1676,280,2185,78,9943,1727,438,1289
95303,778,552,375,15,15,12,0,172,12,0,12
95304,14592,9431,6331,1236,107,876,54,1118,1770,251,1519
95305,52,52,52,0,0,0,0,0,0,0,0
95306,852,810,775,0,11,0,0,0,31,0,31
95307,43888,28499,12659,1156,352,2446,184,9474,1777,879,898
95310,1924,1791,1741,0,0,0,11,0,122,0,122
95311,1764,1663,1425,9,7,6,0,36,43,0,43
95312,270,230,132,0,0,0,0,40,0,0,0
95313,1296,1040,442,0,167,0,5,84,0,0,0
95314,0,0,0,0,0,0,0,0,0,0,0
95315,13707,7075,2721,145,79,419,0,5483,506,294,212
95316,6748,6100,4738,73,0,31,0,460,84,0,84
95317,904,439,234,11,0,0,0,438,16,16,0
95318,378,378,365,0,0,0,0,0,0,0,0
95319,1687,1242,522,81,3,3,0,321,37,37,0
95320,13018,11565,8770,0,55,110,0,851,437,0,437
95321,3118,2859,2556,0,105,27,10,0,117,0,117
95322,9367,7167,3042,59,22,78,1,1686,354,87,267
95323,1141,983,732,0,20,3,0,123,12,10,2
95324,7551,5960,5159,0,25,12,0,869,685,301,384
95325,19,19,19,0,0,0,0,0,0,0,0
95326,9827,8260,5563,17,50,362,55,688,395,65,330
95327,7655,5739,5023,668,238,97,45,539,329,148,181
95328,4586,3173,1197,18,133,0,0,1165,97,26,71
95329,2691,2260,1929,105,16,18,0,81,211,0,211
