GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
8600000US90038,90038,ZCTA5 90038,12827,204
8600000US90039,90039,ZCTA5 90039,12416,237
8600000US90040,90040,ZCTA5 90040,3725,183
8600000US90041,90041,ZCTA5 90041,10006,191
8600000US90042,90042,ZCTA5 90042,21609,259
8600000US90043,90043,ZCTA5 90043,18185,294
8600000US90044,90044,ZCTA5 90044,29818,454
8600000US90045,90045,ZCTA5 90045,16857,292
8600000US90046,90046,ZCTA5 90046,31767,493
8600000US90047,90047,ZCTA5 90047,18086,370
8600000US90048,90048,ZCTA5 90048,13328,282
8600000US90049,90049,ZCTA5 90049,18007,260
8600000US90056,90056,ZCTA5 90056,3599,203
8600000US90057,90057,ZCTA5 90057,18127,210
8600000US90058,90058,ZCTA5 90058,850,119
8600000US90059,90059,ZCTA5 90059,11191,326
8600000US90061,90061,ZCTA5 90061,7632,230
8600000US90062,90062,ZCTA5 90062,10303,279
8600000US90063,90063,ZCTA5 90063,14375,195
8600000US90064,90064,ZCTA5 90064,11700,268
8600000US90065,90065,ZCTA5 90065,16055,252
8600000US90066,90066,ZCTA5 90066,25933,283
8600000US90067,90067,ZCTA5 90067,1929,63
8600000US90068,90068,ZCTA5 90068,13944,218
8600000US90069,90069,ZCTA5 90069,14087,529
8600000US90071,90071,ZCTA5 90071,0,12
8600000US90073,90073,ZCTA5 90073,9,16
8600000US90077,90077,ZCTA5 90077,3839,187
8600000US90079,90079,ZCTA5 90079,0,12
8600000US90089,90089,ZCTA5 90089,16,15
8600000US90090,90090,ZCTA5 90090,0,12
8600000US90094,90094,ZCTA5 90094,4136,210
8600000US90095,90095,ZCTA5 90095,0,12
8600000US90201,90201,ZCTA5 90201,24776,442
8600000US90210,90210,ZCTA5 90210,9625,261
8600000US90211,90211,ZCTA5 90211,4283,228
8600000US90212,90212,ZCTA5 90212,6491,270
8600000US90220,90220,ZCTA5 90220,14063,309
8600000US90221,90221,ZCTA5 90221,12633,282
8600000US90222,90222,ZCTA5 90222,8122,246
8600000US90230,90230,ZCTA5 90230,13687,370
8600000US90232,90232,ZCTA5 90232,6840,264
8600000US90240,90240,ZCTA5 90240,7678,192
8600000US90241,90241,ZCTA5 90241,13814,345
8600000US90242,90242,ZCTA5 90242,12667,285
8600000US90245,90245,ZCTA5 90245,7060,241
8600000US90247,90247,ZCTA5 90247,16715,381
8600000US90248,90248,ZCTA5 90248,3793,153
8600000US90249,90249,ZCTA5 90249,8869,278
8600000US90250,90250,ZCTA5 90250,33784,645
8600000US90254,90254,ZCTA5 90254,10189,357
8600000US90255,90255,ZCTA5 90255,18920,379
8600000US90260,90260,ZCTA5 90260,11123,393
8600000US90262,90262,ZCTA5 90262,15699,440
8600000US90263,90263,ZCTA5 90263,0,12
8600000US90265,90265,ZCTA5 90265,9504,350
8600000US90266,90266,ZCTA5 90266,15237,347
8600000US90270,90270,ZCTA5 90270,6803,245
8600000US90272,90272,ZCTA5 90272,9809,139
8600000US90274,90274,ZCTA5 90274,10141,262
8600000US90275,90275,ZCTA5 90275,16873,394
8600000US90277,90277,ZCTA5 90277,17619,306
8600000US90278,90278,ZCTA5 90278,16319,404
8600000US90280,90280,ZCTA5 90280,24139,463
8600000US90290,90290,ZCTA5 90290,2719,170
8600000US90291,90291,ZCTA5 90291,15455,241
8600000US90292,90292,ZCTA5 90292,14075,374
8600000US90293,90293,ZCTA5 90293,7002,188
8600000US90301,90301,ZCTA5 90301,12572,278
8600000US90302,90302,ZCTA5 90302,11412,234
8600000US90303,90303,ZCTA5 90303,7573,208
8600000US90304,90304,ZCTA5 90304,6843,199
8600000US90305,90305,ZCTA5 90305,6131,147
8600000US90401,90401,ZCTA5 90401,5500,226
8600000US90402,90402,ZCTA5 90402,5935,188
8600000US90403,90403,ZCTA5 90403,14993,331
8600000US90404,90404,ZCTA5 90404,10741,245
8600000US90405,90405,ZCTA5 90405,15333,306
8600000US90501,90501,ZCTA5 90501,15505,184
8600000US90502,90502,ZCTA5 90502,6360,74
8600000US90503,90503,ZCTA5 90503,17955,284
8600000US90504,90504,ZCTA5 90504,12235,200
8600000US90505,90505,ZCTA5 90505,14848,268
8600000US90506,90506,ZCTA5 90506,0,12
8600000US90601,90601,ZCTA5 90601,11550,292
8600000US90602,90602,ZCTA5 90602,8246,267
8600000US90603,90603,ZCTA5 90603,6944,175
8600000US90604,90604,ZCTA5 90604,12509,201
8600000US90605,90605,ZCTA5 90605,11119,218
8600000US90606,90606,ZCTA5 90606,9186,187
8600000US90620,90620,ZCTA5 90620,13213,417
8600000US90621,90621,ZCTA5 90621,10577,327
8600000US90623,90623,ZCTA5 90623,5065,188
8600000US90630,90630,ZCTA5 90630,16363,346
8600000US90631,90631,ZCTA5 90631,22297,455
8600000US90638,90638,ZCTA5 90638,14879,261
8600000US90640,90640,ZCTA5 90640,21305,510
8600000US90650,90650,ZCTA5 90650,28595,590
8600000US90660,90660,ZCTA5 90660,17508,424
8600000US90670,90670,ZCTA5 90670,4994,206
8600000US90680,90680,ZCTA5 90680,8959,340
8600000US90701,90701,ZCTA5 90701,4792,245
8600000US90703,90703,ZCTA5 90703,16496,343
8600000US90704,90704,ZCTA5 90704,2392,209
8600000US90706,90706,ZCTA5 90706,25127,544
8600000US90710,90710,ZCTA5 90710,9511,161
8600000US90712,90712,ZCTA5 90712,11020,264
8600000US90713,90713,ZCTA5 90713,9573,211
8600000US90715,90715,ZCTA5 90715,6392,168
8600000US90716,90716,ZCTA5 90716,3979,181
8600000US90717,90717,ZCTA5 90717,8981,345
8600000US90720,90720,ZCTA5 90720,8013,260
8600000US90723,90723,ZCTA5 90723,14947,323
8600000US90731,90731,ZCTA5 90731,24407,297
8600000US90732,90732,ZCTA5 90732,9390,262
8600000US90740,90740,ZCTA5 90740,13494,366
8600000US90742,90742,ZCTA5 90742,532,50
8600000US90743,90743,ZCTA5 90743,212,39
8600000US90744,90744,ZCTA5 90744,14997,183
8600000US90745,90745,ZCTA5 90745,15681,335
8600000US90746,90746,ZCTA5 90746,8233,220
8600000US90747,90747,ZCTA5 90747,0,12
8600000US90755,90755,ZCTA5 90755,4579,249
8600000US90802,90802,ZCTA5 90802,22645,304
8600000US90803,90803,ZCTA5 90803,18134,264
8600000US90804,90804,ZCTA5 90804,15497,233
8600000US90805,90805,ZCTA5 90805,27915,315
8600000US90806,90806,ZCTA5 90806,13092,206
8600000US90807,90807,ZCTA5 90807,13229,252
8600000US90808,90808,ZCTA5 90808,14245,159
8600000US90810,90810,ZCTA5 90810,9539,151
8600000US90813,90813,ZCTA5 90813,17913,187
8600000US90814,90814,ZCTA5 90814,9477,265
8600000US90815,90815,ZCTA5 90815,14822,188
8600000US90822,90822,ZCTA5 90822,0,12
8600000US90831,90831,ZCTA5 90831,0,12
8600000US91001,91001,ZCTA5 91001,13707,124
8600000US91006,91006,ZCTA5 91006,11436,253
8600000US91007,91007,ZCTA5 91007,12833,340
8600000US91008,91008,ZCTA5 91008,569,42
8600000US91010,91010,ZCTA5 91010,8250,330
8600000US91011,91011,ZCTA5 91011,7016,205
8600000US91016,91016,ZCTA5 91016,15164,502
8600000US91020,91020,ZCTA5 91020,3702,211
8600000US91024,91024,ZCTA5 91024,4841,222
8600000US91030,91030,ZCTA5 91030,11126,410
8600000US91040,91040,ZCTA5 91040,7771,245
8600000US91042,91042,ZCTA5 91042,10536,176
8600000US91046,91046,ZCTA5 91046,121,40
8600000US91101,91101,ZCTA5 91101,12128,267
8600000US91103,91103,ZCTA5 91103,9092,278
8600000US91104,91104,ZCTA5 91104,13951,277
8600000US91105,91105,ZCTA5 91105,6097,203
8600000US91106,91106,ZCTA5 91106,11782,295
8600000US91107,91107,ZCTA5 91107,13772,328
8600000US91108,91108,ZCTA5 91108,5112,265
8600000US91201,91201,ZCTA5 91201,8539,123
8600000US91202,91202,ZCTA5 91202,9233,200
8600000US91203,91203,ZCTA5 91203,5613,135
8600000US91204,91204,ZCTA5 91204,6493,199
8600000US91205,91205,ZCTA5 91205,14844,251
8600000US91206,91206,ZCTA5 91206,13939,205
8600000US91207,91207,ZCTA5 91207,4255,152
8600000US91208,91208,ZCTA5 91208,6157,224
8600000US91210,91210,ZCTA5 91210,368,79
8600000US91214,91214,ZCTA5 91214,10952,241
8600000US91301,91301,ZCTA5 91301,9611,330
8600000US91302,91302,ZCTA5 91302,10018,391
8600000US91303,91303,ZCTA5 91303,10316,147
8600000US91304,91304,ZCTA5 91304,17782,251
8600000US91306,91306,ZCTA5 91306,15128,249
8600000US91307,91307,ZCTA5 91307,9007,219
8600000US91311,91311,ZCTA5 91311,14407,164
8600000US91316,91316,ZCTA5 91316,12999,276
8600000US91320,91320,ZCTA5 91320,15560,198
8600000US91321,91321,ZCTA5 91321,11536,280
8600000US91324,91324,ZCTA5 91324,10475,230
8600000US91325,91325,ZCTA5 91325,12248,228
8600000US91326,91326,ZCTA5 91326,13147,184
8600000US91330,91330,ZCTA5 91330,0,12
8600000US91331,91331,ZCTA5 91331,23775,277
8600000US91335,91335,ZCTA5 91335,24935,192
8600000US91340,91340,ZCTA5 91340,8878,251
8600000US91342,91342,ZCTA5 91342,26130,274
8600000US91343,91343,ZCTA5 91343,18350,159
8600000US91344,91344,ZCTA5 91344,17621,246
8600000US91345,91345,ZCTA5 91345,5506,72
8600000US91350,91350,ZCTA5 91350,11659,267
8600000US91351,91351,ZCTA5 91351,10338,264
8600000US91352,91352,ZCTA5 91352,12967,238
8600000US91354,91354,ZCTA5 91354,10384,231
8600000US91355,91355,ZCTA5 91355,12264,260
8600000US91356,91356,ZCTA5 91356,12440,257
8600000US91360,91360,ZCTA5 91360,15625,200
8600000US91361,91361,ZCTA5 91361,9143,185
8600000US91362,91362,ZCTA5 91362,14332,208
8600000US91364,91364,ZCTA5 91364,11347,215
8600000US91367,91367,ZCTA5 91367,18686,239
8600000US91371,91371,ZCTA5 91371,0,12
8600000US91377,91377,ZCTA5 91377,5468,168
8600000US91381,91381,ZCTA5 91381,6966,93
8600000US91384,91384,ZCTA5 91384,7142,125
8600000US91387,91387,ZCTA5 91387,13804,280
8600000US91390,91390,ZCTA5 91390,6570,183
8600000US91401,91401,ZCTA5 91401,15468,246
8600000US91402,91402,ZCTA5 91402,19991,185
8600000US91403,91403,ZCTA5 91403,11824,220
8600000US91405,91405,ZCTA5 91405,18286,244
8600000US91406,91406,ZCTA5 91406,18797,191
8600000US91411,91411,ZCTA5 91411,10084,167
8600000US91423,91423,ZCTA5 91423,16302,238
8600000US91436,91436,ZCTA5 91436,5877,179
8600000US91501,91501,ZCTA5 91501,8379,356
8600000US91502,91502,ZCTA5 91502,5519,298
8600000US91504,91504,ZCTA5 91504,9619,212
8600000US91505,91505,ZCTA5 91505,13349,264
8600000US91506,91506,ZCTA5 91506,7695,192
8600000US91601,91601,ZCTA5 91601,17943,294
8600000US91602,91602,ZCTA5 91602,10355,253
8600000US91604,91604,ZCTA5 91604,15435,291
8600000US91605,91605,ZCTA5 91605,16592,271
8600000US91606,91606,ZCTA5 91606,16046,293
8600000US91607,91607,ZCTA5 91607,14418,341
8600000US91608,91608,ZCTA5 91608,0,12
8600000US91701,91701,ZCTA5 91701,13347,323
8600000US91702,91702,ZCTA5 91702,16358,457
8600000US91706,91706,ZCTA5 91706,19191,412
8600000US91708,91708,ZCTA5 91708,436,109
8600000US91709,91709,ZCTA5 91709,25145,439
8600000US91710,91710,ZCTA5 91710,22007,605
8600000US91711,91711,ZCTA5 91711,12706,334
8600000US91722,91722,ZCTA5 91722,10670,228
8600000US91723,91723,ZCTA5 91723,6510,272
8600000US91724,91724,ZCTA5 91724,8403,268
8600000US91730,91730,ZCTA5 91730,24822,400
8600000US91731,91731,ZCTA5 91731,8756,261
8600000US91732,91732,ZCTA5 91732,16752,350
8600000US91733,91733,ZCTA5 91733,11867,330
8600000US91737,91737,ZCTA5 91737,8332,255
8600000US91739,91739,ZCTA5 91739,12060,238
8600000US91740,91740,ZCTA5 91740,8535,280
8600000US91741,91741,ZCTA5 91741,9371,326
8600000US91744,91744,ZCTA5 91744,19206,369
8600000US91745,91745,ZCTA5 91745,17117,137
8600000US91746,91746,ZCTA5 91746,6862,209
8600000US91748,91748,ZCTA5 91748,14252,156
8600000US91750,91750,ZCTA5 91750,12280,327
8600000US91752,91752,ZCTA5 91752,8856,299
8600000US91754,91754,ZCTA5 91754,12041,271
8600000US91755,91755,ZCTA5 91755,9295,252
8600000US91759,91759,ZCTA5 91759,386,59
8600000US91761,91761,ZCTA5 91761,17779,339
8600000US91762,91762,ZCTA5 91762,18352,349
8600000US91763,91763,ZCTA5 91763,10830,377
8600000US91764,91764,ZCTA5 91764,17092,321
8600000US91765,91765,ZCTA5 91765,15755,339
8600000US91766,91766,ZCTA5 91766,18669,380
8600000US91767,91767,ZCTA5 91767,14518,306
8600000US91768,91768,ZCTA5 91768,8367,200
8600000US91770,91770,ZCTA5 91770,18107,357
8600000US91773,91773,ZCTA5 91773,12319,483
8600000US91775,91775,ZCTA5 91775,8687,145
8600000US91776,91776,ZCTA5 91776,12640,307
8600000US91780,91780,ZCTA5 91780,11655,353
8600000US91784,91784,ZCTA5 91784,9368,205
8600000US91786,91786,ZCTA5 91786,20169,433
8600000US91789,91789,ZCTA5 91789,13950,325
8600000US91790,91790,ZCTA5 91790,12790,290
8600000US91791,91791,ZCTA5 91791,10555,301
8600000US91792,91792,ZCTA5 91792,9169,209
8600000US91801,91801,ZCTA5 91801,20781,435
8600000US91803,91803,ZCTA5 91803,10177,295
8600000US91901,91901,ZCTA5 91901,6663,178
8600000US91902,91902,ZCTA5 91902,6458,213
8600000US91905,91905,ZCTA5 91905,825,229
8600000US91906,91906,ZCTA5 91906,1479,239
8600000US91910,91910,ZCTA5 91910,28254,473
8600000US91911,91911,ZCTA5 91911,26457,629
8600000US91913,91913,ZCTA5 91913,15448,515
8600000US91914,91914,ZCTA5 91914,4903,216
8600000US91915,91915,ZCTA5 91915,8659,189
8600000US91916,91916,ZCTA5 91916,786,84
8600000US91917,91917,ZCTA5 91917,306,81
8600000US91931,91931,ZCTA5 91931,132,61
8600000US91932,91932,ZCTA5 91932,10111,439
8600000US91934,91934,ZCTA5 91934,220,137
8600000US91935,91935,ZCTA5 91935,3091,187
8600000US91941,91941,ZCTA5 91941,12531,356
8600000US91942,91942,ZCTA5 91942,17548,486
8600000US91945,91945,ZCTA5 91945,8949,392
8600000US91948,91948,ZCTA5 91948,196,54
8600000US91950,91950,ZCTA5 91950,17734,594
8600000US91962,91962,ZCTA5 91962,1040,162
8600000US91963,91963,ZCTA5 91963,321,100
8600000US91977,91977,ZCTA5 91977,19681,347
8600000US91978,91978,ZCTA5 91978,3406,106
8600000US91980,91980,ZCTA5 91980,145,84
8600000US92003,92003,ZCTA5 92003,2059,186
8600000US92004,92004,ZCTA5 92004,3118,173
8600000US92007,92007,ZCTA5 92007,4806,167
8600000US92008,92008,ZCTA5 92008,13045,355
8600000US92009,92009,ZCTA5 92009,17204,348
8600000US92010,92010,ZCTA5 92010,6011,296
8600000US92011,92011,ZCTA5 92011,10545,232
8600000US92014,92014,ZCTA5 92014,6945,351
8600000US92019,92019,ZCTA5 92019,15437,387
8600000US92020,92020,ZCTA5 92020,19600,500
8600000US92021,92021,ZCTA5 92021,23222,405
8600000US92024,92024,ZCTA5 92024,21530,397
8600000US92025,92025,ZCTA5 92025,15846,345
8600000US92026,92026,ZCTA5 92026,17426,338
8600000US92027,92027,ZCTA5 92027,16616,345
8600000US92028,92028,ZCTA5 92028,17541,328
8600000US92029,92029,ZCTA5 92029,7403,231
8600000US92036,92036,ZCTA5 92036,2103,218
8600000US92037,92037,ZCTA5 92037,20004,263
8600000US92040,92040,ZCTA5 92040,15817,393
8600000US92054,92054,ZCTA5 92054,18163,471
8600000US92055,92055,ZCTA5 92055,184,139
8600000US92056,92056,ZCTA5 92056,20807,394
8600000US92057,92057,ZCTA5 92057,20239,410
8600000US92058,92058,ZCTA5 92058,15071,417
8600000US92059,92059,ZCTA5 92059,486,107
8600000US92060,92060,ZCTA5 92060,103,59
8600000US92061,92061,ZCTA5 92061,862,143
8600000US92064,92064,ZCTA5 92064,16447,378
8600000US92065,92065,ZCTA5 92065,12890,194
8600000US92066,92066,ZCTA5 92066,194,46
8600000US92067,92067,ZCTA5 92067,3885,243
8600000US92069,92069,ZCTA5 92069,15141,448
8600000US92070,92070,ZCTA5 92070,492,66
8600000US92071,92071,ZCTA5 92071,20247,552
8600000US92075,92075,ZCTA5 92075,6409,256
8600000US92078,92078,ZCTA5 92078,18401,483
8600000US92081,92081,ZCTA5 92081,10782,361
8600000US92082,92082,ZCTA5 92082,6723,304
8600000US92083,92083,ZCTA5 92083,11695,347
8600000US92084,92084,ZCTA5 92084,15731,425
8600000US92086,92086,ZCTA5 92086,1016,100
8600000US92091,92091,ZCTA5 92091,690,143
8600000US92101,92101,ZCTA5 92101,26238,322
8600000US92102,92102,ZCTA5 92102,15450,298
8600000US92103,92103,ZCTA5 92103,19513,350
8600000US92104,92104,ZCTA5 92104,23161,432
8600000US92105,92105,ZCTA5 92105,22695,425
8600000US92106,92106,ZCTA5 92106,8195,222
8600000US92107,92107,ZCTA5 92107,14533,264
8600000US92108,92108,ZCTA5 92108,12237,301
8600000US92109,92109,ZCTA5 92109,26279,310
8600000US92110,92110,ZCTA5 92110,12103,283
8600000US92111,92111,ZCTA5 92111,17655,267
8600000US92113,92113,ZCTA5 92113,13887,217
8600000US92114,92114,ZCTA5 92114,18631,246
8600000US92115,92115,ZCTA5 92115,23025,395
8600000US92116,92116,ZCTA5 92116,17735,336
8600000US92117,92117,ZCTA5 92117,21638,194
8600000US92118,92118,ZCTA5 92118,10760,428
8600000US92119,92119,ZCTA5 92119,9646,162
8600000US92120,92120,ZCTA5 92120,11975,228
8600000US92121,92121,ZCTA5 92121,1892,74
8600000US92122,92122,ZCTA5 92122,21410,274
8600000US92123,92123,ZCTA5 92123,12377,226
8600000US92124,92124,ZCTA5 92124,11723,163
8600000US92126,92126,ZCTA5 92126,25184,271
8600000US92127,92127,ZCTA5 92127,15387,242
8600000US92128,92128,ZCTA5 92128,21435,239
8600000US92129,92129,ZCTA5 92129,18318,256
8600000US92130,92130,ZCTA5 92130,19819,295
8600000US92131,92131,ZCTA5 92131,11838,205
8600000US92132,92132,ZCTA5 92132,0,12
8600000US92134,92134,ZCTA5 92134,0,12
8600000US92135,92135,ZCTA5 92135,0,12
8600000US92139,92139,ZCTA5 92139,11165,136
8600000US92140,92140,ZCTA5 92140,35,14
8600000US92145,92145,ZCTA5 92145,625,120
8600000US92147,92147,ZCTA5 92147,0,12
8600000US92154,92154,ZCTA5 92154,22817,263
8600000US92155,92155,ZCTA5 92155,0,12
8600000US92173,92173,ZCTA5 92173,8223,141
8600000US92201,92201,ZCTA5 92201,25490,652
8600000US92203,92203,ZCTA5 92203,14222,256
8600000US92210,92210,ZCTA5 92210,5155,249
8600000US92211,92211,ZCTA5 92211,21124,398
8600000US92220,92220,ZCTA5 92220,12846,502
8600000US92222,92222,ZCTA5 92222,0,12
8600000US92223,92223,ZCTA5 92223,17048,430
8600000US92225,92225,ZCTA5 92225,9312,330
8600000US92227,92227,ZCTA5 92227,8889,427
8600000US92230,92230,ZCTA5 92230,1068,116
8600000US92231,92231,ZCTA5 92231,11286,428
8600000US92233,92233,ZCTA5 92233,1368,142
8600000US92234,92234,ZCTA5 92234,22263,454
8600000US92236,92236,ZCTA5 92236,13652,535
8600000US92239,92239,ZCTA5 92239,235,46
8600000US92240,92240,ZCTA5 92240,15323,554
8600000US92241,92241,ZCTA5 92241,6433,228
8600000US92242,92242,ZCTA5 92242,1607,40
8600000US92243,92243,ZCTA5 92243,15718,417
8600000US92249,92249,ZCTA5 92249,2147,153
8600000US92250,92250,ZCTA5 92250,2960,283
8600000US92251,92251,ZCTA5 92251,6204,430
8600000US92252,92252,ZCTA5 92252,5506,229
8600000US92253,92253,ZCTA5 92253,24264,662
8600000US92254,92254,ZCTA5 92254,3132,164
8600000US92256,92256,ZCTA5 92256,2030,72
8600000US92257,92257,ZCTA5 92257,1547,184
8600000US92258,92258,ZCTA5 92258,373,121
8600000US92259,92259,ZCTA5 92259,326,86
8600000US92260,92260,ZCTA5 92260,24428,594
8600000US92262,92262,ZCTA5 92262,19452,376
8600000US92264,92264,ZCTA5 92264,18124,305
8600000US92266,92266,ZCTA5 92266,305,99
8600000US92267,92267,ZCTA5 92267,108,38
8600000US92268,92268,ZCTA5 92268,522,80
8600000US92270,92270,ZCTA5 92270,15626,437
8600000US92273,92273,ZCTA5 92273,599,84
8600000US92274,92274,ZCTA5 92274,6324,329
8600000US92275,92275,ZCTA5 92275,1371,191
8600000US92276,92276,ZCTA5 92276,3802,81
8600000US92277,92277,ZCTA5 92277,12431,502
8600000US92278,92278,ZCTA5 92278,191,61
8600000US92280,92280,ZCTA5 92280,31,31
8600000US92281,92281,ZCTA5 92281,857,41
8600000US92282,92282,ZCTA5 92282,609,51
8600000US92283,92283,ZCTA5 92283,1394,122
8600000US92284,92284,ZCTA5 92284,12344,459
8600000US92285,92285,ZCTA5 92285,2570,172
8600000US92301,92301,ZCTA5 92301,9066,436
8600000US92304,92304,ZCTA5 92304,26,29
8600000US92305,92305,ZCTA5 92305,663,98
8600000US92307,92307,ZCTA5 92307,13778,366
8600000US92308,92308,ZCTA5 92308,15698,368
8600000US92309,92309,ZCTA5 92309,262,62
8600000US92310,92310,ZCTA5 92310,2858,124
8600000US92311,92311,ZCTA5 92311,13248,404
8600000US92313,92313,ZCTA5 92313,4431,222
8600000US92314,92314,ZCTA5 92314,9678,218
8600000US92315,92315,ZCTA5 92315,9952,237
8600000US92316,92316,ZCTA5 92316,8147,235
8600000US92320,92320,ZCTA5 92320,3823,197
8600000US92321,92321,ZCTA5 92321,1400,177
8600000US92322,92322,ZCTA5 92322,684,179
8600000US92324,92324,ZCTA5 92324,19703,581
8600000US92325,92325,ZCTA5 92325,6668,216
8600000US92327,92327,ZCTA5 92327,406,144
8600000US92328,92328,ZCTA5 92328,231,61
8600000US92332,92332,ZCTA5 92332,60,34
8600000US92333,92333,ZCTA5 92333,977,122
8600000US92335,92335,ZCTA5 92335,25748,428
8600000US92336,92336,ZCTA5 92336,24193,439
8600000US92337,92337,ZCTA5 92337,10051,170
8600000US92338,92338,ZCTA5 92338,0,12
8600000US92339,92339,ZCTA5 92339,754,96
8600000US92341,92341,ZCTA5 92341,1148,97
8600000US92342,92342,ZCTA5 92342,2996,199
8600000US92344,92344,ZCTA5 92344,6579,250
8600000US92345,92345,ZCTA5 92345,24862,659
8600000US92346,92346,ZCTA5 92346,18310,527
8600000US92347,92347,ZCTA5 92347,344,136
8600000US92352,92352,ZCTA5 92352,8579,245
8600000US92354,92354,ZCTA5 92354,8017,477
8600000US92356,92356,ZCTA5 92356,3282,200
8600000US92358,92358,ZCTA5 92358,533,69
8600000US92359,92359,ZCTA5 92359,3186,153
8600000US92363,92363,ZCTA5 92363,4095,183
8600000US92364,92364,ZCTA5 92364,56,26
8600000US92365,92365,ZCTA5 92365,1394,112
8600000US92368,92368,ZCTA5 92368,395,61
8600000US92371,92371,ZCTA5 92371,6050,269
8600000US92372,92372,ZCTA5 92372,2516,205
8600000US92373,92373,ZCTA5 92373,14456,411
8600000US92374,92374,ZCTA5 92374,13968,433
8600000US92376,92376,ZCTA5 92376,22557,435
8600000US92377,92377,ZCTA5 92377,5698,224
8600000US92378,92378,ZCTA5 92378,82,38
8600000US92382,92382,ZCTA5 92382,4089,135
8600000US92384,92384,ZCTA5 92384,28,16
8600000US92385,92385,ZCTA5 92385,371,67
8600000US92386,92386,ZCTA5 92386,3336,131
8600000US92389,92389,ZCTA5 92389,149,39
8600000US92391,92391,ZCTA5 92391,1844,234
8600000US92392,92392,ZCTA5 92392,17236,546
8600000US92394,92394,ZCTA5 92394,8808,458
8600000US92395,92395,ZCTA5 92395,14501,338
8600000US92397,92397,ZCTA5 92397,2976,125
8600000US92398,92398,ZCTA5 92398,809,171
8600000US92399,92399,ZCTA5 92399,19809,517
8600000US92401,92401,ZCTA5 92401,785,124
8600000US92404,92404,ZCTA5 92404,18954,456
8600000US92405,92405,ZCTA5 92405,9278,380
8600000US92407,92407,ZCTA5 92407,17406,408
8600000US92408,92408,ZCTA5 92408,4106,227
8600000US92410,92410,ZCTA5 92410,13608,367
8600000US92411,92411,ZCTA5 92411,6956,166
8600000US92501,92501,ZCTA5 92501,7237,173
8600000US92503,92503,ZCTA5 92503,25614,475
8600000US92504,92504,ZCTA5 92504,17340,474
8600000US92505,92505,ZCTA5 92505,14698,226
8600000US92506,92506,ZCTA5 92506,15795,338
8600000US92507,92507,ZCTA5 92507,18959,413
8600000US92508,92508,ZCTA5 92508,10510,242
8600000US92509,92509,ZCTA5 92509,20503,484
8600000US92518,92518,ZCTA5 92518,799,77
8600000US92530,92530,ZCTA5 92530,16077,428
8600000US92532,92532,ZCTA5 92532,7044,405
8600000US92536,92536,ZCTA5 92536,1564,301
8600000US92539,92539,ZCTA5 92539,2090,248
8600000US92543,92543,ZCTA5 92543,15132,426
8600000US92544,92544,ZCTA5 92544,17327,411
8600000US92545,92545,ZCTA5 92545,16952,452
8600000US92548,92548,ZCTA5 92548,2598,180
8600000US92549,92549,ZCTA5 92549,4244,80
8600000US92551,92551,ZCTA5 92551,8402,199
8600000US92553,92553,ZCTA5 92553,19575,323
8600000US92555,92555,ZCTA5 92555,11268,284
8600000US92557,92557,ZCTA5 92557,14869,260
8600000US92561,92561,ZCTA5 92561,1177,223
8600000US92562,92562,ZCTA5 92562,20822,484
