GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US92114,92114,ZCTA5 92114,69635,1863,20245,1710,13657,991,609,280,17345,1008,330,228,13750,1639,3699,626,573,186,3126,565
8600000US92115,92115,ZCTA5 92115,65704,2041,40759,2010,8698,988,345,163,9198,1011,349,170,2934,639,3421,530,531,222,2890,474
8600000US92116,92116,ZCTA5 92116,34295,1401,26760,1227,2190,552,194,114,2034,407,7,9,1266,420,1844,556,273,156,1571,523
8600000US92117,92117,ZCTA5 92117,55978,1413,42994,1517,1093,438,248,155,5784,752,380,232,2564,618,2915,555,425,240,2490,506
8600000US92118,92118,ZCTA5 92118,22623,451,20154,585,736,252,70,62,741,178,32,31,182,93,708,218,41,29,667,219
8600000US92119,92119,ZCTA5 92119,23910,851,19262,704,787,274,145,163,1555,366,48,48,974,490,1139,287,39,40,1100,288
8600000US92120,92120,ZCTA5 92120,29392,1128,23558,1066,1340,328,79,51,2372,541,111,126,658,395,1274,286,160,134,1114,255
8600000US92121,92121,ZCTA5 92121,4807,366,2726,289,63,47,0,12,1662,301,2,4,232,116,122,66,11,17,111,64
8600000US92122,92122,ZCTA5 92122,47331,1651,27278,1747,1412,398,160,150,15463,1396,68,51,962,333,1988,466,158,131,1830,446
8600000US92123,92123,ZCTA5 92123,31028,1342,18949,1129,2458,469,95,62,5097,598,318,229,1157,346,2954,484,237,147,2717,480
8600000US92124,92124,ZCTA5 92124,32126,992,22323,983,1870,454,137,94,4240,613,154,150,750,210,2652,560,345,108,2307,532
8600000US92126,92126,ZCTA5 92126,81883,1871,29020,1267,3846,756,272,152,38550,1570,721,313,3459,738,6015,855,615,280,5400,801
8600000US92127,92127,ZCTA5 92127,45980,1392,27208,1744,716,485,158,147,14113,1228,0,26,297,224,3488,873,273,183,3215,813
8600000US92128,92128,ZCTA5 92128,50473,1287,32962,1239,1293,425,48,41,11663,998,297,390,1202,646,3008,599,495,232,2513,579
8600000US92129,92129,ZCTA5 92129,54577,1262,31100,1028,1563,451,196,160,16654,932,329,207,1220,568,3515,599,295,156,3220,572
8600000US92130,92130,ZCTA5 92130,54495,1610,34472,1528,1321,791,13,20,15685,1261,0,29,408,286,2596,622,114,105,2482,601
8600000US92131,92131,ZCTA5 92131,34414,1236,22492,1166,646,243,23,26,9173,703,24,38,304,150,1752,367,198,145,1554,347
8600000US92132,92132,ZCTA5 92132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92134,92134,ZCTA5 92134,258,235,133,79,75,101,0,12,11,23,0,12,35,45,4,9,0,12,4,9
8600000US92135,92135,ZCTA5 92135,944,423,694,269,110,66,6,9,47,46,18,39,45,47,24,40,0,12,24,40
8600000US92139,92139,ZCTA5 92139,36836,1266,16199,1246,4878,738,139,110,10400,835,565,265,2198,569,2457,598,95,71,2362,580
8600000US92140,92140,ZCTA5 92140,3348,549,2770,539,296,220,60,56,43,39,0,12,31,31,148,102,31,55,117,85
8600000US92145,92145,ZCTA5 92145,2159,423,1365,394,77,92,0,12,600,244,56,83,13,20,48,68,0,12,48,68
8600000US92147,92147,ZCTA5 92147,562,238,410,202,99,40,0,12,14,22,10,20,29,31,0,12,0,12,0,12
8600000US92154,92154,ZCTA5 92154,87218,2207,60404,2086,4923,960,258,135,10614,926,677,350,6578,999,3764,764,871,316,2893,632
8600000US92155,92155,ZCTA5 92155,486,158,309,121,83,60,2,4,44,45,2,5,46,42,0,12,0,12,0,12
8600000US92173,92173,ZCTA5 92173,31728,1026,26860,1022,156,87,42,38,468,171,0,26,3584,722,618,239,306,187,312,136
8600000US92201,92201,ZCTA5 92201,64283,1227,31057,1919,1954,655,482,270,1264,423,69,159,27859,1658,1598,394,705,231,893,282
8600000US92203,92203,ZCTA5 92203,30945,1555,21312,1542,577,363,326,256,1205,416,0,26,6336,1053,1189,500,727,482,462,226
8600000US92210,92210,ZCTA5 92210,5060,83,4633,243,54,62,0,17,223,189,0,17,91,95,59,54,0,17,59,54
8600000US92211,92211,ZCTA5 92211,25015,1167,21976,1030,437,369,58,75,881,295,11,20,366,205,1286,408,122,84,1164,409
8600000US92220,92220,ZCTA5 92220,33016,499,22618,1202,3027,685,1455,664,1895,431,34,36,2932,546,1055,326,446,226,609,222
8600000US92222,92222,ZCTA5 92222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92223,92223,ZCTA5 92223,52129,862,36814,1267,3056,555,786,440,3865,503,136,115,5218,805,2254,524,731,283,1523,441
8600000US92225,92225,ZCTA5 92225,21966,540,11578,710,2605,427,129,87,452,154,64,35,6096,691,1042,272,444,197,598,179
8600000US92227,92227,ZCTA5 92227,27358,267,21539,1203,378,251,154,96,326,202,79,62,3268,973,1614,717,387,186,1227,698
8600000US92230,92230,ZCTA5 92230,3962,764,2742,733,74,72,290,334,0,12,0,12,456,407,400,403,325,397,75,63
8600000US92231,92231,ZCTA5 92231,40054,98,31353,1338,134,110,76,73,251,152,0,26,7198,1254,1042,547,438,251,604,467
8600000US92233,92233,ZCTA5 92233,7653,163,2907,401,1131,193,40,25,58,27,22,33,3132,291,363,154,185,100,178,123
8600000US92234,92234,ZCTA5 92234,53717,59,41306,1067,1778,464,371,197,2578,381,38,43,6242,887,1404,346,405,163,999,310
8600000US92236,92236,ZCTA5 92236,44523,199,13427,1455,255,160,267,198,28,25,0,26,30302,1530,244,155,131,110,113,99
8600000US92239,92239,ZCTA5 92239,164,70,150,66,8,12,0,12,0,12,0,12,1,3,5,10,0,12,5,10
8600000US92240,92240,ZCTA5 92240,35434,1034,24589,1395,2477,646,211,182,714,329,106,70,5678,1107,1659,442,323,197,1336,431
8600000US92241,92241,ZCTA5 92241,7936,793,6599,680,209,222,11,15,67,57,0,17,888,514,162,93,34,41,128,81
8600000US92242,92242,ZCTA5 92242,1209,186,1132,173,18,27,43,35,0,12,0,12,6,8,10,22,0,12,10,22
8600000US92243,92243,ZCTA5 92243,49915,759,25184,1545,1273,411,311,149,1028,274,114,86,19185,1699,2820,712,1863,567,957,307
8600000US92249,92249,ZCTA5 92249,8166,980,6157,918,0,17,193,287,160,146,0,17,1533,657,123,170,0,17,123,170
8600000US92250,92250,ZCTA5 92250,8689,342,6126,815,92,85,120,212,123,122,4,8,1740,678,484,245,160,205,324,163
8600000US92251,92251,ZCTA5 92251,22813,582,14471,1084,1407,376,194,109,538,212,27,38,5043,949,1133,371,457,236,676,307
8600000US92252,92252,ZCTA5 92252,9232,1063,7989,1056,94,68,38,27,193,134,30,49,244,164,644,419,363,395,281,139
8600000US92253,92253,ZCTA5 92253,39955,188,31706,1055,810,352,32,40,1444,452,0,26,4554,934,1409,413,320,202,1089,378
8600000US92254,92254,ZCTA5 92254,11550,1268,4138,1003,0,19,0,19,0,19,0,19,7277,1302,135,136,46,52,89,104
8600000US92256,92256,ZCTA5 92256,3250,366,2920,348,10,14,17,24,11,17,0,12,135,117,157,109,90,79,67,78
8600000US92257,92257,ZCTA5 92257,1610,408,1153,325,38,43,7,13,9,13,0,12,206,162,197,164,142,159,55,48
8600000US92258,92258,ZCTA5 92258,685,382,471,319,44,54,0,12,0,12,0,12,165,204,5,12,5,12,0,12
8600000US92259,92259,ZCTA5 92259,181,119,181,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92260,92260,ZCTA5 92260,34091,904,27784,1299,695,335,104,98,1529,410,36,32,2740,955,1203,469,562,399,641,289
8600000US92262,92262,ZCTA5 92262,28377,554,23183,806,1768,339,198,104,1175,287,57,38,1060,312,936,286,166,144,770,217
8600000US92264,92264,ZCTA5 92264,19664,549,16780,524,427,281,128,42,1035,162,51,35,831,255,412,110,60,32,352,103
8600000US92266,92266,ZCTA5 92266,103,73,103,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92267,92267,ZCTA5 92267,5,7,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,5,7
8600000US92268,92268,ZCTA5 92268,539,135,539,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92270,92270,ZCTA5 92270,17975,38,16054,470,465,254,92,114,558,243,41,43,374,186,391,229,18,18,373,224
8600000US92273,92273,ZCTA5 92273,1665,434,1455,385,0,12,0,12,0,12,0,12,39,48,171,183,51,82,120,163
8600000US92274,92274,ZCTA5 92274,17298,1471,7727,1367,146,107,167,88,41,53,0,19,9107,1129,110,58,65,50,45,41
8600000US92275,92275,ZCTA5 92275,2139,502,1117,358,76,64,10,17,49,72,15,25,828,415,44,37,12,20,32,26
8600000US92276,92276,ZCTA5 92276,7278,905,5807,1086,187,262,136,119,82,90,0,17,990,505,76,86,41,78,35,44
8600000US92277,92277,ZCTA5 92277,23978,675,16726,957,2438,524,417,167,891,309,205,138,918,357,2383,504,189,131,2194,481
8600000US92278,92278,ZCTA5 92278,4154,543,3473,515,292,119,43,37,123,79,9,16,69,76,145,93,0,12,145,93
8600000US92280,92280,ZCTA5 92280,17,23,0,12,17,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92281,92281,ZCTA5 92281,2576,350,1411,262,84,58,33,31,0,12,0,12,905,266,143,83,131,82,12,22
8600000US92282,92282,ZCTA5 92282,1498,267,1045,286,174,174,21,25,90,64,0,12,118,93,50,33,8,13,42,29
8600000US92283,92283,ZCTA5 92283,1970,290,772,181,32,32,841,163,42,52,0,12,123,83,160,76,2,5,158,76
8600000US92284,92284,ZCTA5 92284,26000,494,20998,1128,1398,746,659,290,385,256,32,50,1239,596,1289,421,109,153,1180,409
8600000US92285,92285,ZCTA5 92285,2597,488,2297,492,33,53,78,59,13,16,0,12,130,151,46,45,0,12,46,45
8600000US92301,92301,ZCTA5 92301,33347,193,20595,1439,7077,854,59,90,530,182,120,174,3409,911,1557,553,424,216,1133,527
8600000US92304,92304,ZCTA5 92304,23,30,14,22,0,12,0,12,0,12,0,12,9,21,0,12,0,12,0,12
8600000US92305,92305,ZCTA5 92305,507,162,463,159,1,3,7,11,0,12,0,12,1,3,35,45,0,12,35,45
8600000US92307,92307,ZCTA5 92307,38304,1218,31036,1281,3020,630,102,83,1001,429,18,20,1081,407,2046,586,344,191,1702,555
8600000US92308,92308,ZCTA5 92308,41442,1238,33931,1487,2904,538,414,266,1453,313,3,7,1209,381,1528,361,394,225,1134,272
8600000US92309,92309,ZCTA5 92309,656,226,615,220,0,12,0,12,39,52,0,12,1,5,1,5,0,12,1,5
8600000US92310,92310,ZCTA5 92310,9053,934,5576,930,1700,468,49,48,677,307,5,11,416,302,630,322,16,23,614,319
8600000US92311,92311,ZCTA5 92311,33938,1007,23638,1287,4231,732,652,259,996,298,252,234,1725,460,2444,688,319,183,2125,661
8600000US92313,92313,ZCTA5 92313,12478,67,8760,580,621,252,63,49,842,238,4,10,1408,448,780,262,333,154,447,213
8600000US92314,92314,ZCTA5 92314,11309,878,10627,956,75,95,39,38,205,130,0,19,157,166,206,131,1,4,205,131
8600000US92315,92315,ZCTA5 92315,5255,80,4811,196,60,49,58,45,55,60,113,128,139,87,19,19,0,17,19,19
8600000US92316,92316,ZCTA5 92316,29304,1459,15563,1427,1288,394,183,120,500,255,33,72,10958,1510,779,227,285,153,494,180
8600000US92320,92320,ZCTA5 92320,8457,67,7285,362,111,74,70,83,280,159,12,18,250,146,449,241,183,196,266,133
8600000US92321,92321,ZCTA5 92321,1210,390,1087,384,4,8,22,34,17,28,14,22,54,61,12,19,0,12,12,19
8600000US92322,92322,ZCTA5 92322,719,347,705,342,0,12,0,12,0,12,0,12,0,12,14,22,0,12,14,22
8600000US92324,92324,ZCTA5 92324,58650,764,37877,1959,4413,830,652,388,2718,516,126,105,10934,1594,1930,481,587,248,1343,396
8600000US92325,92325,ZCTA5 92325,8789,965,7912,919,122,90,80,89,104,95,0,17,166,141,405,251,124,84,281,250
8600000US92327,92327,ZCTA5 92327,718,398,503,325,125,202,90,109,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92328,92328,ZCTA5 92328,320,87,235,67,22,23,45,26,7,14,0,12,4,6,7,11,1,2,6,9
8600000US92332,92332,ZCTA5 92332,11,13,11,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92333,92333,ZCTA5 92333,300,128,300,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92335,92335,ZCTA5 92335,99791,2346,35297,2292,4836,824,850,400,1749,486,961,638,53679,2671,2419,518,1286,453,1133,292
8600000US92336,92336,ZCTA5 92336,94327,1765,47643,2501,10865,1274,604,376,9114,971,62,58,21175,1901,4864,948,1084,371,3780,867
8600000US92337,92337,ZCTA5 92337,38938,1129,14984,1406,3870,481,245,169,2805,476,49,74,14856,1597,2129,576,702,278,1427,529
8600000US92338,92338,ZCTA5 92338,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92339,92339,ZCTA5 92339,1295,225,1240,216,0,12,6,9,0,12,20,31,18,28,11,15,0,12,11,15
8600000US92341,92341,ZCTA5 92341,232,116,232,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92342,92342,ZCTA5 92342,7096,977,6237,896,392,274,24,25,119,122,0,17,39,42,285,249,0,17,285,249
8600000US92344,92344,ZCTA5 92344,23275,1532,18652,1507,1875,810,765,753,859,512,0,23,536,309,588,535,32,29,556,534
8600000US92345,92345,ZCTA5 92345,80910,1412,67876,1756,3035,666,634,353,1181,324,98,80,5477,777,2609,565,841,285,1768,406
8600000US92346,92346,ZCTA5 92346,60424,1795,36171,1660,6793,762,862,347,5152,699,553,534,7628,1308,3265,747,1172,460,2093,634
8600000US92347,92347,ZCTA5 92347,917,442,681,364,74,201,0,12,10,15,0,12,123,194,29,32,11,17,18,27
8600000US92352,92352,ZCTA5 92352,6237,866,5621,804,64,102,36,47,159,123,0,17,109,131,248,161,0,17,248,161
8600000US92354,92354,ZCTA5 92354,21341,807,10856,839,2618,524,43,41,6357,684,160,191,652,322,655,234,175,145,480,222
8600000US92356,92356,ZCTA5 92356,6239,638,5402,663,177,120,208,197,54,50,0,17,118,74,280,176,29,33,251,171
8600000US92358,92358,ZCTA5 92358,954,230,842,179,0,12,2,9,5,9,8,12,0,12,97,137,0,12,97,137
8600000US92359,92359,ZCTA5 92359,8913,667,6873,647,245,106,44,37,416,211,179,153,625,287,531,218,190,148,341,136
8600000US92363,92363,ZCTA5 92363,5384,96,4098,297,98,61,659,145,102,86,0,17,181,170,246,127,17,24,229,129
8600000US92364,92364,ZCTA5 92364,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92365,92365,ZCTA5 92365,2763,593,2358,564,90,74,29,25,158,147,0,12,39,35,89,129,0,12,89,129
8600000US92368,92368,ZCTA5 92368,941,198,819,190,3,4,0,12,0,12,0,12,75,51,44,25,7,10,37,23
8600000US92371,92371,ZCTA5 92371,17799,1587,15466,1520,705,662,65,67,486,276,146,173,756,473,175,133,97,108,78,77
8600000US92372,92372,ZCTA5 92372,6228,1053,5914,1032,0,17,42,65,158,153,0,17,0,17,114,133,0,17,114,133
8600000US92373,92373,ZCTA5 92373,34063,1239,25671,1456,2512,836,209,124,2477,447,0,26,1594,486,1600,424,440,236,1160,385
8600000US92374,92374,ZCTA5 92374,42579,1062,29606,1356,3247,647,226,127,3612,711,280,370,3179,803,2429,497,623,325,1806,432
8600000US92376,92376,ZCTA5 92376,86937,1814,54192,2307,10127,980,642,281,2083,539,136,140,16609,1689,3148,690,1343,422,1805,514
8600000US92377,92377,ZCTA5 92377,19490,1204,12042,1187,3246,551,62,61,541,289,16,24,2427,575,1156,486,326,199,830,433
8600000US92378,92378,ZCTA5 92378,211,145,157,131,0,12,0,12,0,12,0,12,54,85,0,12,0,12,0,12
8600000US92382,92382,ZCTA5 92382,4822,686,4184,672,147,115,10,15,59,60,32,36,82,120,308,151,35,31,273,146
8600000US92384,92384,ZCTA5 92384,17,16,17,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92385,92385,ZCTA5 92385,289,143,289,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92386,92386,ZCTA5 92386,2004,474,1964,467,0,12,31,39,9,13,0,12,0,12,0,12,0,12,0,12
8600000US92389,92389,ZCTA5 92389,153,58,153,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
8600000US92391,92391,ZCTA5 92391,2738,688,2276,677,1,3,0,12,44,54,0,12,349,295,68,182,0,12,68,182
8600000US92392,92392,ZCTA5 92392,57678,2776,39653,2470,8325,1291,552,475,1834,546,98,90,3365,945,3851,1274,741,462,3110,1223
8600000US92394,92394,ZCTA5 92394,35528,2250,20036,2173,6601,1028,273,200,1815,449,126,149,4024,1346,2653,769,1159,522,1494,498
8600000US92395,92395,ZCTA5 92395,41785,1824,29839,1777,5554,916,199,96,1077,324,46,47,3249,853,1821,475,523,273,1298,388
8600000US92397,92397,ZCTA5 92397,4457,622,4179,628,11,17,27,27,22,32,0,12,12,18,206,129,55,71,151,106
8600000US92398,92398,ZCTA5 92398,2058,750,1955,731,38,64,0,12,0,12,0,12,0,12,65,76,0,12,65,76
8600000US92399,92399,ZCTA5 92399,54027,339,45605,1482,627,382,189,130,1400,355,117,99,4280,1229,1809,555,409,161,1400,531
8600000US92401,92401,ZCTA5 92401,2030,468,920,372,504,215,0,12,74,46,0,12,523,263,9,16,4,14,5,8
8600000US92404,92404,ZCTA5 92404,60850,2160,31730,2266,9015,1160,377,169,1557,419,223,131,14466,1850,3482,771,822,356,2660,773
8600000US92405,92405,ZCTA5 92405,30366,1772,16669,1572,4471,840,254,110,778,596,20,31,6858,1045,1316,461,181,136,1135,438
8600000US92407,92407,ZCTA5 92407,67302,2032,43138,2337,7448,942,451,279,3296,645,398,276,9223,1254,3348,587,519,220,2829,523
8600000US92408,92408,ZCTA5 92408,15466,1147,8526,1025,1759,445,72,67,2157,530,0,19,2330,675,622,310,43,44,579,316
8600000US92410,92410,ZCTA5 92410,46063,1613,27059,1543,4970,851,404,237,1290,328,0,26,10399,1377,1941,551,483,286,1458,474
8600000US92411,92411,ZCTA5 92411,26239,1323,16879,1260,3696,531,54,66,876,254,0,23,3771,881,963,446,207,128,756,400
8600000US92501,92501,ZCTA5 92501,21707,975,12838,1062,1415,252,195,184,845,241,34,54,4908,806,1472,414,500,297,972,275
8600000US92503,92503,ZCTA5 92503,94523,2065,53707,2437,3497,785,479,225,7397,976,91,82,24740,2482,4612,1148,2009,729,2603,834
8600000US92504,92504,ZCTA5 92504,57955,2015,39810,2108,3512,638,1134,545,2728,897,41,54,8716,1365,2014,548,567,259,1447,468
8600000US92505,92505,ZCTA5 92505,50110,1429,30830,1602,2489,539,274,208,4070,521,374,233,9412,1233,2661,529,1169,419,1492,383
8600000US92506,92506,ZCTA5 92506,45831,1550,35046,1839,2277,573,300,161,2331,488,38,52,3551,902,2288,507,458,214,1830,459
8600000US92507,92507,ZCTA5 92507,58017,2405,33054,1997,4909,692,366,177,7135,1012,152,86,9914,1166,2487,466,415,171,2072,434
8600000US92508,92508,ZCTA5 92508,39121,1264,23405,1201,3735,711,192,142,3830,881,215,159,5835,1322,1909,514,394,265,1515,422
8600000US92509,92509,ZCTA5 92509,81093,808,42166,2285,2627,593,1008,512,2281,780,177,114,29461,2085,3373,788,1448,669,1925,574
8600000US92518,92518,ZCTA5 92518,1065,255,902,281,32,30,0,12,63,41,0,12,25,29,43,39,9,14,34,36
8600000US92530,92530,ZCTA5 92530,57204,1817,30635,1748,2110,562,279,158,1808,561,26,31,19596,1804,2750,582,1046,327,1704,528
8600000US92532,92532,ZCTA5 92532,22770,1642,12363,1502,1253,446,0,23,2034,636,4,24,4815,1565,2301,723,584,436,1717,582
8600000US92536,92536,ZCTA5 92536,3013,789,2722,764,21,24,0,12,0,12,12,21,131,131,127,117,0,12,127,117
8600000US92539,92539,ZCTA5 92539,4726,1095,3573,883,1,3,120,81,182,253,39,54,498,407,313,237,16,25,297,238
8600000US92543,92543,ZCTA5 92543,37825,1314,26736,1734,3395,989,560,253,614,321,82,128,4867,886,1571,379,374,170,1197,341
8600000US92544,92544,ZCTA5 92544,47880,1550,37436,1625,2199,647,987,319,885,299,211,196,3855,669,2307,418,330,147,1977,406
8600000US92545,92545,ZCTA5 92545,41738,1267,31886,1494,3188,661,514,405,1881,629,54,48,2249,561,1966,497,664,279,1302,424
8600000US92548,92548,ZCTA5 92548,8256,776,6655,866,0,17,46,60,24,24,217,207,1258,432,56,40,37,32,19,22
8600000US92549,92549,ZCTA5 92549,2689,390,2515,380,51,58,22,36,64,41,1,4,14,22,22,34,0,12,22,34
8600000US92551,92551,ZCTA5 92551,33980,1340,11531,1188,6344,842,255,173,1888,497,128,134,13118,1694,716,240,299,184,417,187
8600000US92553,92553,ZCTA5 92553,74918,1542,27608,1943,12039,1236,409,177,3683,811,398,274,29225,2119,1556,286,406,166,1150,282
8600000US92555,92555,ZCTA5 92555,43436,1336,17758,1619,7819,1163,193,138,4166,691,297,219,11306,1605,1897,459,631,302,1266,346
8600000US92557,92557,ZCTA5 92557,51789,1430,23338,1389,8910,798,316,177,3118,572,410,276,13473,1281,2224,412,713,251,1511,359
8600000US92561,92561,ZCTA5 92561,1812,498,1613,490,13,16,58,28,18,27,0,12,56,61,54,61,23,37,31,51
8600000US92562,92562,ZCTA5 92562,63032,1451,44789,1843,3281,663,314,209,4536,627,331,303,5110,1130,4671,1031,536,246,4135,993
8600000US92563,92563,ZCTA5 92563,64686,1755,38140,1746,4534,743,594,294,7541,862,507,330,7267,1254,6103,1316,857,383,5246,1275
8600000US92567,92567,ZCTA5 92567,10003,756,7054,722,73,76,27,37,287,315,21,27,2285,532,256,109,33,30,223,108
8600000US92570,92570,ZCTA5 92570,60349,2413,23478,2081,4610,847,578,466,842,311,1,3,29656,2532,1184,375,533,250,651,288
8600000US92571,92571,ZCTA5 92571,55814,1405,16691,1676,5985,1078,370,297,2424,520,20,33,28783,2094,1541,429,444,282,1097,366
8600000US92582,92582,ZCTA5 92582,16437,1304,11264,1042,903,335,158,192,973,381,0,19,2024,625,1115,486,335,253,780,417
8600000US92583,92583,ZCTA5 92583,32682,1311,21435,1563,2144,527,1110,373,734,219,127,129,5751,1198,1381,417,495,243,886,314
8600000US92584,92584,ZCTA5 92584,51523,1485,33208,1406,3998,769,565,351,3393,454,265,178,6129,1072,3965,762,972,295,2993,686
8600000US92585,92585,ZCTA5 92585,21077,1351,12510,1231,1634,590,49,54,1036,423,91,70,4547,850,1210,325,386,195,824,274
8600000US92586,92586,ZCTA5 92586,20186,782,15544,981,1264,391,100,64,943,383,32,47,1762,626,541,215,54,39,487,213
8600000US92587,92587,ZCTA5 92587,17095,881,13207,809,110,134,14,20,450,273,9,15,3019,808,286,145,50,67,236,128
8600000US92590,92590,ZCTA5 92590,4090,488,2511,440,49,71,36,45,283,188,0,12,967,367,244,130,81,95,163,113
8600000US92591,92591,ZCTA5 92591,40601,1035,28739,1436,2598,747,135,95,2591,455,31,39,3609,915,2898,682,853,340,2045,575
8600000US92592,92592,ZCTA5 92592,82551,1563,58194,1975,3742,897,705,305,8078,830,423,261,5861,1261,5548,797,1098,386,4450,597
8600000US92595,92595,ZCTA5 92595,32647,479,23200,1126,1676,512,302,193,1447,263,269,213,4628,1068,1125,259,399,203,726,206
8600000US92596,92596,ZCTA5 92596,28039,1592,18693,1478,1733,440,161,134,2790,717,114,88,2808,1253,1740,496,304,196,1436,459
8600000US92602,92602,ZCTA5 92602,26351,2321,10176,1453,375,268,0,23,12322,1802,116,103,816,539,2546,1387,134,117,2412,1405
8600000US92603,92603,ZCTA5 92603,20741,1499,11525,1627,151,126,11,17,7725,1346,0,23,192,164,1137,421,140,218,997,378
8600000US92604,92604,ZCTA5 92604,28656,953,15677,956,325,208,94,69,9875,801,16,25,952,381,1717,414,126,77,1591,419
8600000US92606,92606,ZCTA5 92606,23895,1118,11347,1185,696,480,0,23,9592,812,222,214,792,379,1246,357,199,151,1047,327
8600000US92610,92610,ZCTA5 92610,12025,741,7965,696,231,134,53,59,3021,486,12,19,147,88,596,235,49,37,547,230
8600000US92612,92612,ZCTA5 92612,32083,1027,16751,986,850,267,0,26,12138,1116,7,12,1148,326,1189,278,96,67,1093,270
8600000US92614,92614,ZCTA5 92614,25271,1131,13975,1033,349,169,24,33,9176,956,23,33,401,197,1323,325,108,60,1215,309
8600000US92617,92617,ZCTA5 92617,17232,968,8768,721,354,102,36,43,5910,700,23,27,1258,272,883,174,169,73,714,156
8600000US92618,92618,ZCTA5 92618,34704,1575,17239,1299,910,843,20,32,14558,1377,7,9,575,250,1395,442,102,92,1293,417
8600000US92620,92620,ZCTA5 92620,48752,1826,17725,1551,1127,422,147,140,26037,1549,60,110,1391,617,2265,573,400,237,1865,510
8600000US92624,92624,ZCTA5 92624,6314,713,5446,782,167,117,27,50,233,154,0,17,259,144,182,133,27,42,155,143
8600000US92625,92625,ZCTA5 92625,12323,696,10728,697,95,121,48,75,734,281,19,32,313,242,386,211,98,91,288,209
8600000US92626,92626,ZCTA5 92626,51251,1045,37629,1217,1434,416,199,131,7203,817,438,246,2292,653,2056,370,328,154,1728,348
8600000US92627,92627,ZCTA5 92627,62184,1059,42451,1551,401,180,282,182,2551,507,552,311,13718,1345,2229,392,663,245,1566,289
8600000US92629,92629,ZCTA5 92629,27063,781,22409,995,358,237,62,51,919,245,0,23,2423,689,892,283,152,156,740,258
8600000US92630,92630,ZCTA5 92630,62230,780,41465,1591,1419,564,910,538,8971,901,120,101,6672,1267,2673,552,374,180,2299,526
8600000US92637,92637,ZCTA5 92637,16314,43,13023,305,69,57,9,15,2986,279,0,19,50,44,177,109,65,61,112,89
8600000US92646,92646,ZCTA5 92646,55869,1132,43649,1128,498,255,138,93,6294,553,258,168,2201,510,2831,508,412,188,2419,464
8600000US92647,92647,ZCTA5 92647,62141,1229,42001,1456,1386,450,555,275,7797,579,214,120,7254,1120,2934,327,436,121,2498,339
8600000US92648,92648,ZCTA5 92648,47424,1185,37109,1351,495,300,85,59,5303,690,194,159,2139,753,2099,502,440,299,1659,433
8600000US92649,92649,ZCTA5 92649,34276,1021,26136,964,355,166,142,96,4453,654,104,78,1210,448,1876,413,185,123,1691,420
8600000US92651,92651,ZCTA5 92651,24828,932,22016,1040,201,130,33,41,1272,478,92,106,485,240,729,230,25,22,704,232
8600000US92653,92653,ZCTA5 92653,29554,710,20961,1183,484,285,184,156,4239,802,153,185,2011,684,1522,425,395,229,1127,360
8600000US92655,92655,ZCTA5 92655,8846,856,2889,746,24,41,20,33,4725,687,137,136,881,522,170,102,0,17,170,102
